,Код продукта,Название продукта,Бренд,Срок годности,Количество в упаковке,Единица измерения,Вес упаковки,Цена,Категория,Длина упаковки,Ширина упаковки,Высота упаковки
267,MCL-21187,"Dr. Mercola, Pure Power BCAA + бета - аланин, тропический пунш, 333 г (11,7 унции)",Dr. Mercola,10.2024,333,г,0.41,8 196 ₽,Аминокислоты,10.8,9.1,9.1
268,BDT-03800,"BodyTech, Elite, Ultimate BCAA, со вкусом клубники и киви, 468 г (16,5 унции)",BodyTech,Not provided,467.767,г,0.59,5 582 ₽,Аминокислоты,14.6,9.3,9.1
269,NCS-00802,"Nutricost, Performance, BCAA, со вкусом арбуза, 810 г (1,8 фунта)",Nutricost,10.2026,816,г,0.93,6 674 ₽,Аминокислоты,17,12.8,12.7
270,NCS-00825,"Nutricost, Performance, BCAA, со вкусом малинового лимонада, 660 г (1,5 фунта)",Nutricost,05.2026,680,г,0.75,4 772 ₽,Аминокислоты,3.9,0.4,11.2
271,TOS-02186,"Top Secret Nutrition, Sport, BCAA Re-Igniter с астаксантином Astapure, ананас и манго, 279 г (9,84 унции)",Top Secret Nutrition,02.2026,278,г,0.34,5 102 ₽,Аминокислоты,11,9.3,9.1
272,EVL-02832,"EVLution Nutrition, BCAA Energy, Rocket Pop, 3 пакетика по 9,4 г (0,33 унции)",EVLution Nutrition,06.2025,3,шт.,0.05,519 ₽,Аминокислоты,23.7,6.4,5
273,NRX-00772,"Nutrex Research, BCAA 6000, фруктовый пунш, 231 г (8,2 унции)",Nutrex Research,02.2026,231.048,г,0.29,3 578 ₽,Аминокислоты,11.6,9.1,9.1
274,PSR-75418,"Perfect Sports, BCAA Hyper Clear, гавайский ананас с насыщенным вкусом, 297 г (10,5 унции)",Perfect Sports,08.2025,297,г,0.39,4 290 ₽,Аминокислоты,14.5,11.4,11.3
275,NRX-75580,"Nutrex Research, BCAA 6000, зеленое яблоко, 237 г (8,4 унции)",Nutrex Research,02.2026,237г,Not provided,0.32,3 578 ₽,Аминокислоты,11.6,10.3,9.3
276,NRX-00771,"Nutrex Research, BCAA 6000, арбуз, 225 г (8,2 унции)",Nutrex Research,06.2025,225,г,0.29,3 578 ₽,Аминокислоты,11.6,11.6,9.3
277,VEG-00901,"Vega, Растительный спорт, восстановление, яблоко и ягоды, 540 г (19 унций)",Vega,Not provided,538,г,0.63,5 728 ₽,Аминокислоты,18.2,9,9.3
278,LEX-16242,"Life Extension, L-аргинин, 700 мг, 200 капсул",Life Extension,11.2025,200,шт.,0.23,3 524 ₽,Аминокислоты,7.1,7.1,13.7
279,SDN-03446,"Sundown Naturals, L-аргинин, 500 мг, 90 капсул",Sundown Naturals,Not provided,90,шт.,0.09,2 382 ₽,Аминокислоты,11.3,5.8,5.7
280,DRB-00406,"Doctor's Best, Быстродействующий комплекс аргинина с нитросигином 750 мг, 60 таблеток",Doctor's Best,05.2026,60,шт.,0.11,2 942 ₽,Аминокислоты,9.7,5.3,5.3
281,GAT-02065,"GAT, L-аргинин, 180 таблеток",GAT,09.2025,180,шт.,0.39,3 960 ₽,Аминокислоты,14.2,7.9,7.9
282,MAV-12645,"Mason Natural, L-аргинин, 500 мг, 60 капсул",Mason Natural,09.2025,60,шт.,0.09,1 245 ₽,Аминокислоты,10.4,5,5
283,NOW-00038,"NOW Foods, Sports, аргинин и цитруллин, 240 вегетарианских капсул",NOW Foods,07.2027,240,шт.,0.3,5 201 ₽,Аминокислоты,16,7.6,7.6
284,JRW-29072,"Jarrow Formulas, Arginine-Citrulline Sustain, аргинин и цитруллин, 120 таблеток",Jarrow Formulas,07.2025,120,шт.,0.16,4 188 ₽,Аминокислоты,11.4,6.2,6.2
285,HAV-46416,"Havasu Nutrition, L-аргинин, повышенная сила действия, 60 капсул",Havasu Nutrition,05.2025,60,шт.,0.08,3 960 ₽,Аминокислоты,10.7,4.8,5.1
286,NFS-02821,"Natural Factors, L-аргинин, 500 мг, 90 вегетарианских капсул",Natural Factors,06.2027,90,шт.,0.09,1 899 ₽,Аминокислоты,9.9,5.6,5.6
287,NFS-02808,"Natural Factors, L-аргинин, 500 мг, 180 вегетарианских капсул",Natural Factors,06.2027,180,шт.,0.16,3 032 ₽,Аминокислоты,11.7,6.9,6.9
288,JRW-15036,"Jarrow Formulas, веганский аргинин, 1000 мг, 100 таблеток",Jarrow Formulas,08.2025,100,шт.,0.2,2 990 ₽,Аминокислоты,11.6,6.2,6.2
289,NOW-00031,"NOW Foods, L-аргинин, 500 мг, 250 вегетарианских капсул",NOW Foods,07.2027,250,шт.,0.22,3 087 ₽,Аминокислоты,13.5,7.6,7.6
290,SNS-01687,"Source Naturals, L-аргинин, в свободной форме, 500 мг, 100 капсул",Source Naturals,04.2026,100,шт.,0.1,1 831 ₽,Аминокислоты,6.1,6.1,10.9
291,CLF-01025,"Country Life, L-аргинин, 500 мг, 100 веганских капсул",Country Life,05.2026,100,шт.,0.23,2 562 ₽,Аминокислоты,11.2,6.1,6
292,SNS-01842,"Source Naturals, L-аргинин, Свободная форма, 1000 мг, 100 таблеток",Source Naturals,09.2026,100,шт.,0.2,2 700 ₽,Аминокислоты,6.6,6.6,12.7
293,SNS-02043,"Source Naturals, Комплекс L-аргинина и L-цитруллина, 1000 мг, 120 таблеток",Source Naturals,10.2027,120,шт.,0.25,3 239 ₽,Аминокислоты,6.6,6.6,13
294,NTL-05234,"Natrol, L-аргинин, повышенная сила действия, 3000 мг, 90 таблеток (1000 мг в 1 таблетке)",Natrol,02.2025,90,шт.,0.16,2 762 ₽,Аминокислоты,11.4,6.1,6.1
295,SOL-00142,"Solgar, L-аргинин, 500 мг, 250 растительных капсул",Solgar,Not provided,250,шт.,0.45,4 811 ₽,Аминокислоты,7.4,7.4,13.7
296,SWV-11775,"Swanson, L-аргинин AKG максимального действия в порошке, натуральный цитрус, 368 г (12,9 унции)",Swanson,08.2025,368,г,0.45,4 437 ₽,Аминокислоты,11.4,9.3,9.3
297,NKY-26245,"Nutrakey, Аргинин`` 100 капсул",Nutrakey,09.2025,100,шт.,0.14,2 279 ₽,Аминокислоты,11.3,6.4,6.2
298,NKY-45648,"Nutrakey, Аргинин, 250 г (0,55 фунта)",Nutrakey,11.2025,250,г,0.29,4 290 ₽,Аминокислоты,11.6,9.1,9
299,NHP-99971,"NutraChamps, L-аргинин`` 60 растительных капсул, которые легко глотать",NutraChamps,07.2024,60,шт.,0.09,3 484 ₽,Аминокислоты,6.1,6.1,11.6
300,SWV-01852,"Swanson, L-аргинин, 500 мг, 100 капсул",Swanson,02.2026,100,шт.,0.09,1 208 ₽,Аминокислоты,10.5,5,5
301,NOW-00042,"NOW Foods, Sports, аргинин и орнитин, 1000 мг/500 мг, 250 растительных капсул (500 мг/250 мг в 1 капсуле)",NOW Foods,10.2027,250,шт.,0.32,4 608 ₽,Аминокислоты,15.5,7.9,7.9
302,BNR-01456,"Best Naturals, L-аргинин, 454 г (1 фунт)",Best Naturals,02.2026,454,г,0.52,3 097 ₽,Аминокислоты,14.9,9.1,9.1
303,IRW-40329,"Irwin Naturals, L-аргинин + Horny Goat Weed, 75 желатиновых капсул",Irwin Naturals,02.2025,75,шт.,0.32,4 290 ₽,Аминокислоты,12.2,6.4,6.4
304,AXS-22597,"Axe & Sledge Supplements, Basics, аргинин, без добавок, 200 г (7,05 унции)",Axe & Sledge Supplements,02.2025,200,г,0.27,5 102 ₽,Аминокислоты,11,9.1,9.1
305,CEN-27086,"21st Century, L-аргинин, 1000 мг, 100 таблеток",21st Century,08.2026,100,шт.,0.2,2 081 ₽,Аминокислоты,14.7,6.4,4.6
306,SWV-01866,"Swanson, L-аргинин и L-орнитин, 100 капсул",Swanson,Not provided,100,шт.,0.13,2 161 ₽,Аминокислоты,11.2,6.4,6.4
307,EVL-02897,"EVLution Nutrition, L-аргинин 5000, без добавок, 150 г (5,3 унции)",EVLution Nutrition,06.2025,150,г,0.2,1 790 ₽,Аминокислоты,9.5,9.4,9.1
308,NCS-67031,"Nutricost, L-аргинин, 1000 мг, 150 таблеток",Nutricost,10.2026,150,шт.,0.27,2 909 ₽,Аминокислоты,13.5,7.2,7.1
309,HAV-46437,"Havasu Nutrition, L-аргинин в порошке, с повышенной силой действия, 105 г (3,7 унции)",Havasu Nutrition,Not provided,104.893,г,0.16,4 355 ₽,Аминокислоты,8,7.2,7.2
310,NRX-02954,"Nutrex Research, Black Series, L-аргинин 1000`` 120 капсул",Nutrex Research,11.2026,120,шт.,0.14,2 968 ₽,Аминокислоты,12.2,6.1,6.1
311,CAR-67320,"Carlson, L-аргинин, 1350 мг, 180 капсул (675 мг в 1 капсуле)",Carlson,04.2027,180,шт.,0.18,5 401 ₽,Аминокислоты,13.1,7.2,7.1
312,NOW-00211,"NOW Foods, Для спортсменов, порошок L-аргинина, 1 кг (2,2 фунта)",NOW Foods,04.2027,1000,г,1.13,7 775 ₽,Аминокислоты,12.7,12.7,17.3
313,FOA-01525,"Force Factor, L-аргинин, 3000 мг, 150 капсул (600 мг в 1 капсуле)",Force Factor,12.2026,150,шт.,0.22,2 429 ₽,Аминокислоты,14.9,8.5,8.6
314,SWV-07047,"Swanson, GHR Formula`` 120 капсул",Swanson,09.2024,120,шт.,0.17,3 845 ₽,Аминокислоты,11.2,6.5,6.4
315,MAV-13498,"Mason Natural, Vein Erect, с L-аргинином и мака, 80 капсул",Mason Natural,06.2026,80,шт.,0.11,2 354 ₽,Аминокислоты,6.1,6.1,10.9
316,FCD-02866,"fitcode, L-аргинин, с повышенной силой действия, 1500 мг, 100 капсул (750 мг в 1 капсуле)",fitcode,06.2025,100,шт.,0.11,1 779 ₽,Аминокислоты,11.2,5.8,5.8
317,EVL-02964,"EVLution Nutrition, L-аргинин1500, 1500 мг, 250 капсул (750 мг в 1 капсуле)",EVLution Nutrition,11.2025,250,шт.,0.25,3 881 ₽,Аминокислоты,13.8,7.6,7.6
318,NOW-00204,"NOW Foods, Sports, аргинин и цитруллин в форме порошка, 340 г (12 унций)",NOW Foods,12.2025,340,г,0.41,4 007 ₽,Аминокислоты,16.3,8.9,8.9
319,FOA-66035,"Force Factor, L-аргинин гидрохлорид в порошке, без добавок, 186 г (6,56 унции)",Force Factor,09.2025,186,г,0.25,2 470 ₽,Аминокислоты,9.3,9.3,9.1
320,SWV-02341,"Swanson, Аргинин AKG, 1 г, 90 капсул",Swanson,12.2025,90,шт.,0.15,2 684 ₽,Аминокислоты,11.9,6.9,6.9
321,EVL-02921,"EVLution Nutrition, L-аргинин + L-цитруллин`` 120 растительных капсул",EVLution Nutrition,Not provided,120,шт.,0.14,2 246 ₽,Аминокислоты,12.1,6.7,6.7
322,NPP-25324,"Snap Supplements, L-аргинин, без кофеина, 60 капсул",Snap Supplements,12.2025,60,шт.,0.09,3 957 ₽,Аминокислоты,9.9,5.5,5.5
323,SWV-02886,"Swanson, AjiPure L-аргинин с L-цитруллином, 60 растительных капсул",Swanson,05.2025,60,шт.,0.09,2 621 ₽,Аминокислоты,10.5,4.8,4.8
324,NOW-00035,"NOW Foods, L-аргинин, двойная концентрация, 1000 мг, 120 таблеток",NOW Foods,07.2027,120,шт.,0.26,3 263 ₽,Аминокислоты,11.9,6.9,6.9
325,NCS-67124,"Nutricost, L-аргинин и L-цитруллин, 120 капсул",Nutricost,08.2026,120,шт.,0.16,2 272 ₽,Аминокислоты,11.6,6.4,6.2
326,PMF-02118,"Primaforce, комплекс с L-аргинином, персик и манго, 237 г (8,5 унции)",Primaforce,09.2026,240,г,0.32,3 629 ₽,Аминокислоты,11.6,9.3,9.3
327,BDT-00165,"BodyTech, L-аргинин AKG в порошке, без добавок, 90 г (3,17 унции)",BodyTech,Not provided,90,г,0.14,3 210 ₽,Аминокислоты,8,7.2,7.1
328,SOR-04880,"Solaray, L-аргинин L-орнитин, 750 мг, 50 растительных капсул",Solaray,08.2027,50,шт.,0.07,1 960 ₽,Аминокислоты,10.9,5,5
329,SWV-02903,"Swanson, Комплекс аргинина, 750 мг, 60 таблеток",Swanson,05.2025,60,шт.,0.1,3 944 ₽,Аминокислоты,10.5,4.8,4.8
330,PUL-00282,"Purus Labs, Foundation Series, L-аргинин, 100 растительных капсул",Purus Labs,04.2025,100,шт.,0.11,2 444 ₽,Аминокислоты,12.4,5.6,5.1
331,SOR-04898,"Solaray, L-аргинин, 500 мг, 100 растительных капсул",Solaray,03.2027,100,шт.,0.14,2 915 ₽,Аминокислоты,11.6,6.4,6.4
332,MHN-06000,"Michael's Naturopathic, Аргинин цитруллин, 45 таблеток",Michael's Naturopathic,06.2026,45,шт.,0.11,3 011 ₽,Аминокислоты,10.8,5.8,5.8
333,PRT-10035,"Protocol for Life Balance, L-аргинин, 1000 мг, 120 таблеток",Protocol for Life Balance,05.2027,120,шт.,0.27,5 103 ₽,Аминокислоты,13.2,7.4,7.1
334,NOW-00037,"NOW Foods, Sports, аргинин и цитруллин, 120 вегетарианских капсул",NOW Foods,10.2027,120,шт.,0.16,2 995 ₽,Аминокислоты,6.9,6.9,11.7
335,HAV-46473,"Havasu Nutrition, L-аргинин и сосновая кора, 90 капсул",Havasu Nutrition,06.2025,90,шт.,0.09,5 278 ₽,Аминокислоты,11,5.8,5.7
336,NTH-10173,"Nature's Truth, Витамины, L-аргинин гидрохлорид максимальной эффективности, 1000 мг, 50 капсул, покрытых оболочкой",Nature's Truth,12.2026,50,шт.,0.11,2 339 ₽,Аминокислоты,11.6,5.7,5.7
337,NOW-00033,"NOW Foods, L-аргинин, 700 мг, 180 растительных капсул",NOW Foods,10.2027,180,шт.,0.22,3 087 ₽,Аминокислоты,13.2,7.1,7.4
338,NOW-00025,"NOW Foods, L-аргинин двойной силы, 1000 мг, 60 таблеток",NOW Foods,11.2026,60,шт.,0.15,2 114 ₽,Аминокислоты,11.2,6.2,6.2
339,EVL-02927,"EVLution Nutrition, L-аргинин + l-цитруллин, без добавок, 150 г (5,29 унции)",EVLution Nutrition,12.2026,150,г,0.2,1 896 ₽,Аминокислоты,9.5,9.3,9.1
340,LEX-03815,"Life Extension, порошок аргинина и орнитина, 150 г (5,29 унции)",Life Extension,07.2025,150,г,0.18,3 211 ₽,Аминокислоты,6.4,6.4,12.4
341,DRB-00374,"Doctor's Best, Чистый порошок L-аргинина, 10,6 унций (300 г)",Doctor's Best,12.2026,300,г,0.36,2 899 ₽,Аминокислоты,11.6,9.1,9.1
342,DRB-00200,"Doctor's Best, L-аргинин длительного и быстрого высвобождения, 500 мг, 120 двухслойных таблеток",Doctor's Best,09.2025,120,шт.,0.18,3 157 ₽,Аминокислоты,5.8,5.8,10.7
343,NCS-81247,"Nutricost, L-аргинин, без добавок, 500 г (17,9 унции)",Nutricost,09.2026,507.5,г,0.59,4 119 ₽,Аминокислоты,13.5,11.3,11.2
344,CAR-06735,"Carlson, L-аргинин в порошке, 100 г (3,53 унции)",Carlson,07.2026,100,г,0.14,2 804 ₽,Аминокислоты,7.9,7.2,7.2
345,EVL-02167,"EVLution Nutrition, L-Arginine1500, L-аргинин, 1500 мг, 100 капсул (750 мг в 1 капсуле)",EVLution Nutrition,10.2025,100,шт.,0.14,2 104 ₽,Аминокислоты,11.2,6.4,6.4
346,CAL-27867,"KAL, L-аргинин, 1000 мг, 120 таблеток",KAL,06.2027,120,шт.,0.18,5 102 ₽,Аминокислоты,13.5,7.1,7.1
347,EVL-02975,"EVLution Nutrition, L-аргинин 5000, арбуз, 270 г (9,52 унции)",EVLution Nutrition,02.2025,291,г,0.34,2 706 ₽,Аминокислоты,11.6,9.4,9.3
348,NOW-00210,"NOW Foods, Sports, L-Arginine Powder, 1 фунт (454 г)",NOW Foods,04.2027,454,г,0.53,4 208 ₽,Аминокислоты,16.8,9.1,9.1
349,PMF-02103,"Primaforce, L-аргинин, 1000 мг, 300 капсул (500 мг в 1 капсуле)",Primaforce,06.2026,300,шт.,0.34,3 283 ₽,Аминокислоты,16.5,8.6,8.6
350,NCS-93261,"Nutricost, L-аргинин, 500 мг, 300 капсул",Nutricost,06.2026,300,шт.,0.32,3 484 ₽,Аминокислоты,16.5,8.6,8.6
351,SWV-02454,"Swanson, AjiPure L-аргинин, 500 мг, 60 растительных капсул",Swanson,07.2025,60,шт.,0.05,1 132 ₽,Аминокислоты,8.9,4.6,4.6
352,NCS-57179,"Nutricost, L-аргинин + L-орнитин, 750 мг, 180 капсул",Nutricost,12.2026,180,шт.,0.23,3 059 ₽,Аминокислоты,13.5,7.2,7.2
353,PMF-02102,"Primaforce, комплекс с L-аргинином, ягодное ассорти, 240 г (8,6 унции)",Primaforce,09.2026,243,г,0.32,3 629 ₽,Аминокислоты,11.7,9.1,9.1
354,LIO-99567,"ALPHA LION, Gains Candy, нитрозигин, 63 капсулы",ALPHA LION,10.2024,63,шт.,0.07,5 898 ₽,Аминокислоты,10.5,5,5
355,MCL-03226,"Dr. Mercola, L-аргинин, улучшенная формула, 1000 мг, 90 капсул (333 мг в 1 капсуле)",Dr. Mercola,05.2024,90,шт.,0.24,7 123 ₽,Аминокислоты,11.9,6.4,6.6
356,CAR-06736,"Carlson, L-аргинин в порошке, 1000 г (2,2 фунта)",Carlson,07.2026,1000,г,1.11,19 436 ₽,Аминокислоты,16.5,12.7,12.6
357,AMX-20040,"ALLMAX, гидрохлорид аргинина, 400 г (14,11 унции)",ALLMAX,09.2026,400.011,г,0.49,4 615 ₽,Аминокислоты,8.6,8.6,15.2
358,BDT-02328,"BodyTech, аргинин AKG, 180 таблеток",BodyTech,01.2026,180,шт.,0.32,5 102 ₽,Аминокислоты,13.1,7.2,7.1
359,NCS-67032,"Nutricost, L-аргинин, 1000 мг, 300 таблеток",Nutricost,10.2026,300,шт.,0.5,4 447 ₽,Аминокислоты,16.8,8.9,8.9
360,NCS-67125,"Nutricost, L-аргинин + L-цитруллин, 240 капсул",Nutricost,11.2026,240,шт.,0.27,3 204 ₽,Аминокислоты,13.5,8.1,8.1
361,SOL-00141,"Solgar, L-аргинин, 500 мг, 100 растительных капсул",Solgar,Not provided,100,шт.,0.2,2 525 ₽,Аминокислоты,10,5.6,5.6
362,HAV-46486,"Havasu Nutrition, L-аргинин, активная формула для мужчин, 60 капсул",Havasu Nutrition,06.2025,60,шт.,0.07,4 453 ₽,Аминокислоты,10.5,5,4.8
363,NCS-93236,"Nutricost, L-аргинин, без добавок, 1 кг (35,3 унции)",Nutricost,06.2026,1000,г,1.16,6 674 ₽,Аминокислоты,18.2,12.8,12.7
364,THR-52502,"Thorne, Perfusia-SR, 120 капсул",Thorne,08.2025,120,шт.,0.14,6 681 ₽,Аминокислоты,12.8,6.4,6.4
365,SNS-02050,"Source Naturals, Комплекс L-аргинина и L-цитруллина, 1000 мг, 240 таблеток",Source Naturals,05.2026,240,шт.,0.48,5 230 ₽,Аминокислоты,7.6,7.6,15.7
366,HAV-46474,"Havasu Nutrition, L-аргинин, для поддержки сосудов, ягодное ассорти, 105 г (3,7 унции)",Havasu Nutrition,Not provided,104.893,г,0.14,4 355 ₽,Аминокислоты,8,7.2,7.1
367,HAV-46449,"Havasu Nutrition, L-аргинин + цитруллин, 120 капсул",Havasu Nutrition,02.2025,120,шт.,0.14,6 896 ₽,Аминокислоты,11.3,6.4,6.2
368,HAV-46475,"Havasu Nutrition, L-аргинин, для поддержки сосудов, мандарин, 105 г (3,7 унции)",Havasu Nutrition,Not provided,104.893,г,0.14,4 355 ₽,Аминокислоты,7.9,7.2,7.1
369,AMN-02060,"Amazing Nutrition, L-аргинин, 1000 мг, 120 таблеток",Amazing Nutrition,02.2027,120,шт.,0.24,2 296 ₽,Аминокислоты,13.1,7.4,7.2
370,THR-52601,"Thorne, Perfusia Plus, аргинин и кофакторы, 180 капсул",Thorne,08.2025,180,шт.,0.2,11 433 ₽,Аминокислоты,13.5,7.4,7.4
371,NOW-00026,"NOW Foods, Sports, L-аргинин двойной силы, 1000 мг, 180 таблеток",NOW Foods,11.2026,180,шт.,0.39,4 208 ₽,Аминокислоты,15.7,7.9,8
372,SWV-11713,"Swanson, L-аргинин, максимальная эффективность, 850 мг, 90 капсул",Swanson,09.2025,90,шт.,0.12,1 581 ₽,Аминокислоты,11,5.8,5.7
373,NOW-00030,"NOW Foods, L-аргинин, 500 мг, 100 вегетарианских капсул",NOW Foods,07.2027,100,шт.,0.11,1 574 ₽,Аминокислоты,11.2,5.8,5.8
374,SWV-02885,"Swanson, L-аргинин, с замедленным высвобождением, 1000 мг, 90 таблеток",Swanson,01.2025,90,шт.,0.2,4 421 ₽,Аминокислоты,11,6.2,6.2
375,NOW-00040,"NOW Foods, Sports, аргинин и орнитин, 100 растительных капсул",NOW Foods,09.2027,100,шт.,0.15,2 321 ₽,Аминокислоты,11.2,6.4,6.4
376,MHN-06001,"Michael's Naturopathic, Аргинин цитруллин, 90 таблеток",Michael's Naturopathic,06.2026,90,шт.,0.2,3 596 ₽,Аминокислоты,12.8,6.5,6.5
377,USN-94760,"USN, L-аргинин, 1000 мг, 60 капсул (500 мг в 1 капсуле)",USN,02.2025,60,шт.,0.09,2 568 ₽,Аминокислоты,13.7,6.6,6.5
378,MCL-21199,"Dr. Mercola, L-глицин, 1000 мг, 180 капсул (500 мг в 1 капсуле)",Dr. Mercola,07.2025,180,шт.,0.39,3 489 ₽,Аминокислоты,13.8,7.4,7.4
379,SOL-01370,"Solgar, глицин, 500 мг, 100 растительных капсул",Solgar,08.2026,100,шт.,0.23,2 013 ₽,Аминокислоты,6.1,6.1,10.9
380,NCS-67282,"Nutricost, Глицин, без добавок, 454 г (16 унций)",Nutricost,09.2026,454,г,0.52,4 370 ₽,Аминокислоты,11.6,9.1,9.1
381,MCL-21294,"Dr. Mercola, Pure Power, выносливость, глицин и L-аргинин, со вкусом ягод, 258 г (9,1 унции)",Dr. Mercola,09.2025,258,г,0.32,8 196 ₽,Аминокислоты,10.8,9.3,9.3
382,THR-51202,"Thorne, Глицин, 250 капсул",Thorne,10.2026,250,шт.,0.2,4 618 ₽,Аминокислоты,7.1,7.1,13.2
383,LEX-16691,"Life Extension, глицин, 1000 мг, 100 вегетарианских капсул",Life Extension,11.2025,100,шт.,0.16,2 281 ₽,Аминокислоты,11.7,6.1,6.1
384,MBM-00118,"Metabolic Maintenance, глицин, 500 мг, 240 капсул",Metabolic Maintenance,10.2025,240,шт.,0.39,7 899 ₽,Аминокислоты,14,7.4,7.4
385,MBM-00120,"Metabolic Maintenance, Глицин в порошке, 200 г (7 унций)",Metabolic Maintenance,10.2025,198,г,0.25,5 900 ₽,Аминокислоты,9.5,9.1,9.1
386,NLI-28260,"Nature's Life, Глицин в порошке, без добавок, 400 г",Nature's Life,Not provided,400,г,0.45,3 795 ₽,Аминокислоты,10.2,9.4,9.3
387,NCS-67488,"Nutricost, L-глицин, 1000 мг, 120 капсул",Nutricost,11.2026,120,шт.,0.18,2 909 ₽,Аминокислоты,11.6,6.4,6.2
388,NOW-00107,"NOW Foods, глицин, 1000 мг, 100 вегетарианских капсул",NOW Foods,01.2028,100,шт.,0.16,2 009 ₽,Аминокислоты,6.4,6.4,11.2
389,SWV-02515,"Swanson, Глицин в порошке, 227 г (8 унций)",Swanson,Not provided,227,г,0.29,2 652 ₽,Аминокислоты,9.3,9.3,7.2
390,NOW-00225,"NOW Foods, глицин, чистый порошок, 454 г (1 фунт)",NOW Foods,12.2026,454,г,0.52,3 264 ₽,Аминокислоты,16.5,8.6,8.6
391,SWV-02509,"Swanson, Глицин, 500 мг, 60 растительных капсул",Swanson,01.2026,60,шт.,0.07,1 113 ₽,Аминокислоты,8.8,4.7,4.6
392,SNS-01605,"Source Naturals, глицин, 500 мг, 200 капсул (250 мг в 1 капсуле)",Source Naturals,06.2026,200,шт.,0.18,2 322 ₽,Аминокислоты,13.7,7.1,7.1
393,CLF-01230,"Country Life, глицин, 500 мг, 100 таблеток",Country Life,07.2026,100,шт.,0.22,2 217 ₽,Аминокислоты,10.3,5.6,5.6
394,SOR-18348,"Solaray, Глицин, 1000 мг, 60 вегетарианских капсул",Solaray,07.2027,60,шт.,0.09,2 025 ₽,Аминокислоты,10.9,5,5
395,CAR-06835,"Carlson, Глицин, порошок аминокислоты, 3,5 г (100 г)",Carlson,09.2026,100,г,0.14,2 049 ₽,Аминокислоты,7.9,7.4,7.4
396,NOW-00092,"NOW Foods, L-глютамин, 500 мг, 120 вегетарианских капсул",NOW Foods,11.2028,120,шт.,0.13,1 903 ₽,Аминокислоты,11.2,6.4,6.4
397,SNS-01644,"Source Naturals, L-глутамин, 500 мг, 100 капсул",Source Naturals,05.2026,100,шт.,0.12,2 011 ₽,Аминокислоты,10.2,5.6,5.6
398,LEX-34510,"Life Extension, L-глютамин, 500 мг, 100 вегетарианских капсул",Life Extension,07.2025,100,шт.,0.1,2 155 ₽,Аминокислоты,5,5,10.9
399,LEX-14110,"Life Extension, L-глютамин в порошке, 100 г (3,53 унции)",Life Extension,04.2025,100,г,0.13,3 797 ₽,Аминокислоты,10.9,5.1,5
400,MSC-70570,"MuscleTech, Platinum, 100% глутамин, без вкусовых добавок, 300 г (10,58 унции)",MuscleTech,09.2026,300,г,0.38,2 762 ₽,Аминокислоты,14.7,9.4,9.4
401,BLB-00049,"Bluebonnet Nutrition, Порошок L-глютамин, 8 унций (228 г)",Bluebonnet Nutrition,01.2025,227,г,0.45,5 032 ₽,Аминокислоты,7.4,7.4,13.7
402,OPN-02281,"Optimum Nutrition, Глутамин в форме порошка, без ароматизаторов, 10,6 унц. (300 г)",Optimum Nutrition,12.2025,300,г,0.34,4 120 ₽,Аминокислоты,14.6,7.5,7.5
403,MBM-00132,"Metabolic Maintenance, L-глютамин в виде порошка, 200 г (7 унций)",Metabolic Maintenance,10.2025,198,г,0.25,5 742 ₽,Аминокислоты,9.7,9.4,9.3
404,SWV-02428,"Swanson, L-глютамин в виде порошка, 340 г (12 унций)",Swanson,01.2026,340,г,0.41,3 556 ₽,Аминокислоты,10.2,9.3,9.3
405,NCS-93227,"Nutricost, L-глютамин, фруктовый пунш, 500 г (17,9 унции)",Nutricost,05.2026,504,г,0.59,4 283 ₽,Аминокислоты,13.6,11.3,11.2
406,SKH-52163,"Seeking Health, Optimal GI Plus с L-глютамином, натуральный персик, 232 г (8,18 унции)",Seeking Health,12.2025,231.899,г,0.29,10 608 ₽,Аминокислоты,9.3,9.3,9.1
407,BDT-02090,"BodyTech, глутамин, без вкусовых добавок, 315 г (11,12 унции)",BodyTech,07.2025,315,г,0.39,4 290 ₽,Аминокислоты,10.9,9.3,9.1
408,THR-51902,"Thorne, Порошок L-глутамина, 513 г (1,1 фунта)",Thorne,07.2025,513.126,г,0.61,10 290 ₽,Аминокислоты,14,12.7,12.7
409,AMX-12296,"ALLMAX, 100% чистый микронизированный глутамин, без глютена, веганский продукт, с сертификатом кошерности, 400 г (14,1 фунтов)",ALLMAX,01.2025,400.011,г,0.48,5 422 ₽,Аминокислоты,8.9,8.9,15.2
410,THR-51802,"Thorne, L-глутамин, 90 капсул",Thorne,10.2026,90,шт.,0.08,3 962 ₽,Аминокислоты,9.7,5.1,5.1
411,WVL-63738,"Swolverine, L-глютамин, без добавок, 300 г (10,58 унции)",Swolverine,09.2025,300,г,0.36,5 422 ₽,Аминокислоты,14.7,9.3,9.3
412,MSF-00391,"MusclePharm, Essentials, глутамин, без вкусовых добавок, 300 г (0,66 фунта)",MusclePharm,06.2026,300,г,0.34,4 290 ₽,Аминокислоты,15.9,15.5,8
413,SOR-04921,"Solaray, L-глютамин, 500 мг, 100 растительных капсул",Solaray,03.2027,100,шт.,0.09,2 915 ₽,Аминокислоты,11,5,5
414,SWV-02455,"Swanson, L-глютамин, 500 мг, 60 растительных капсул",Swanson,09.2025,60,шт.,0.06,1 016 ₽,Аминокислоты,8.8,4.7,4.6
